CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;CLIENTE_PRIME_un;cluster
TC3530;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;5091.0;222474275.0;0.0;;3
TC4460;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;0.0;3413.0;136441445.0;0.0;;1
TCAFB4;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2563.0;129986826.0;0.0;;1
TCAXTX;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;4593.0;250339706.0;0.0;;1
TCAJZX;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3370.0;107701074.0;0.0;;1
TCAXOT;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;4315.0;105365157.0;0.0;;1
TCBKBW;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3403.0;107625054.0;0.0;;1
TC5532;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;4207.0;129070682.0;0.0;;1
TCA468;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;4216.0;129070682.0;0.0;;1
TCADST;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2431.5;65635148.0;0.0;;1
TCAWUW;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;4076.0;140363563.0;0.0;;1
TEF006;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;2440.0;141990186.0;0.0;;1
TC6070;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;4294.0;134895961.0;0.0;;1
TFBK73;SERVICOS;Faixa 03 - De 15 M ate 25 M;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;2.121.588.235;258446915.0;0.0;;1
TC4332;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;2328.0;142648791.0;0.0;;1
TCAG13;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;2959.0;49396293.0;0.0;;1
TFBXMV;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3.166.208.333;42565672.0;0.0;;1
TFBX00;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2674.0;73303630.0;0.0;;1
TFBO80;VAREJO;Faixa 03 - De 15 M ate 25 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3922.0;120894530.0;0.0;;1
TEF004;DISTRIBUICAO;Faixa 01 - De 4,5 M ate 7,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2858.0;218927513.0;0.0;;1
TCABVH;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;3983.0;124622704.0;0.0;;1
TCAOV1;LOGISTICA;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;3195.0;113763170.0;0.0;;1
TFBMVI;VAREJO;Faixa 01 - De 4,5 M ate 7,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1901.25;47977178.0;0.0;;1
TC8400;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;4299.0;104433841.0;0.0;;1
TCAIF7;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;3598.0;177958983.0;0.0;;1
TFBT52;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;0.0;2289.0;25888323.0;0.0;;1
TCAATF;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;4440.0;101380870.0;0.0;;1
TFBW68;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;0.0;2704.0;732539608.0;0.0;;1
TFBTD8;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;0.0;2760.0;40782671.0;0.0;;1
TFBYGC;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1.756.571.429;82668346.0;0.0;;1
TFBO08;LOGISTICA;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;2321.0;155963108.0;0.0;;1
TFCH82;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2283.0;190333495.0;0.0;;1
TFCH83;HOSPITALITY;Faixa 02 - De 7,5 M ate 15 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2283.0;190333495.0;0.0;;1
TFCPV1;MANUFATURA;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;1233.25;33536433.0;0.0;;1
TFDAO5;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1.228.611.111;57067964.0;0.0;;1
TFDUQJ;EDUCACIONAL;Faixa 06 - De 50 M ate 75 M;EDUCACIONAL - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;4.011.702.128;1607526337.0;0.0;;1
TFDUSS;SAUDE;Faixa 05 - De 35 M ate 50 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;414.24;913012309.0;0.0;;1
TFDUUO;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;389.0;1031911391.0;0.0;;1
TFDV48;MANUFATURA;Faixa 09 - De 300 M ate 500 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;388.0;789417302.0;0.0;;1
TFDVDF;MANUFATURA;Faixa 06 - De 50 M ate 75 M;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;3.777.666.667;950147516.0;0.0;;1
TFDUBB;EDUCACIONAL;Faixa 01 - De 4,5 M ate 7,5 M;EDUCACIONAL - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;2.831.428.571;567956849.0;0.0;;1
TFEBFR;SERVICOS;Faixa 06 - De 50 M ate 75 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;331.0;1473201277.0;0.0;;1
TFDUTI;CONSTRUCAO E PROJETOS;Faixa 00 - Ate 4,5 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3.828.181.818;555065649.0;0.0;;1
TFEBPU;MANUFATURA;Faixa 11 - Acima de 850 M;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;3.204.193.548;2664314907.0;0.0;;1
TFDVB6;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;3.254.210.526;419619679.0;0.0;;1
TFEBS5;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3.173.684.211;470421308.0;0.0;;1
TFDVHX;DISTRIBUICAO;Faixa 09 - De 300 M ate 500 M;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3.556.455.696;511947053.0;0.0;;1
TFEBZ4;SERVICOS;Faixa 05 - De 35 M ate 50 M;GOODDATA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;303.0;388385888.0;0.0;;1
TFECQ5;AGROINDUSTRIA;Faixa 08 - De 150 M ate 300 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;273.0;899517017.0;0.0;;1
TFDUEW;LOGISTICA;Faixa 05 - De 35 M ate 50 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;4.251.111.111;622965804.0;0.0;;1
TFED07;SERVICOS;Faixa 00 - Ate 4,5 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;2.568.235.294;703757252.0;0.0;;1
TFEDEH;SERVICOS;Faixa 03 - De 15 M ate 25 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;240.0;572028480.0;0.0;;1
TFECW9;EDUCACIONAL;Faixa 00 - Ate 4,5 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;266.0;728072222.0;0.0;;1
TFEDH5;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;238.0;1690467175.0;0.0;;1
TFEDHL;CONSTRUCAO E PROJETOS;Faixa 06 - De 50 M ate 75 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;235.0;746687627.0;0.0;;1
TFDUGN;LOGISTICA;Faixa 04 - De 25 M ate 35 M;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;434.0;1117218589.0;0.0;;1
TFDUQH;MANUFATURA;Faixa 06 - De 50 M ate 75 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;4.111.621.622;933750941.0;0.0;;1
TFDUPG;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;5.304.444.444;1280983265.0;0.0;;1
TFDTZU;EDUCACIONAL;Faixa 05 - De 35 M ate 50 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;457.0;1334237066.0;0.0;;1
TFECWL;VAREJO;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;266.0;233398655.0;0.0;;1
TFECBT;LOGISTICA;Faixa 00 - Ate 4,5 M;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2.817.142.857;1083460439.0;0.0;;1
TFEDJG;SERVICOS;Faixa 04 - De 25 M ate 35 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;2.316.666.667;833725808.0;0.0;;1
TFEDZU;VAREJO;Faixa 02 - De 7,5 M ate 15 M;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;203.0;1698263369.0;0.0;;1
TFDVHC;SERVICOS;Faixa 00 - Ate 4,5 M;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;2.842.222.222;781331932.0;0.0;;1
TFEDDS;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;245.0;1023594227.0;0.0;;1
TFEDTN;CONSTRUCAO E PROJETOS;Faixa 03 - De 15 M ate 25 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;213.0;949819533.0;0.0;;1
TFEBLG;EDUCACIONAL;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;283.6;620734141.0;0.0;;1
TFEC85;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;296.0;409757544.0;0.0;;1
TFECBJ;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;2.861.428.571;1578921471.0;0.0;;1
TFEDHK;LOGISTICA;Faixa 04 - De 25 M ate 35 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;235.0;1220176607.0;0.0;;1
TFDVL8;MANUFATURA;Faixa 03 - De 15 M ate 25 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;3.285.555.556;1479849912.0;0.0;;1
TFDURW;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;355.375;531250263.0;0.0;;1
TFEDEU;MANUFATURA;Faixa 07 - De 75 M ate 150 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;242.0;668906573.0;0.0;;1
TFEDIF;VAREJO;Faixa 08 - De 150 M ate 300 M;LOGISTICA - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2.155.806.452;1516851830.0;0.0;;1
TFEBR2;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2.937.692.308;904549340.0;0.0;;1
TFEDWL;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;206.0;656717139.0;0.0;;1
TFEBTA;CONSTRUCAO E PROJETOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;322.0;953825359.0;0.0;;1
TFEDFX;SERVICOS;Faixa 00 - Ate 4,5 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;2.348.461.538;936774964.0;0.0;;1
TFEDI1;VAREJO;Faixa 04 - De 25 M ate 35 M;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;343.0;1082134742.0;0.0;;1
TFDUQA;LOGISTICA;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;409.5;926230901.0;0.0;;1
TFDUHU;MANUFATURA;Faixa 00 - Ate 4,5 M;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;415.125;664262335.0;0.0;;1
TFDVIM;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;309.0;803293129.0;0.0;;1
TFDUP0;DISTRIBUICAO;Faixa 02 - De 7,5 M ate 15 M;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;4.105.714.286;1043887766.0;0.0;;1
TFECV2;VAREJO;Faixa 03 - De 15 M ate 25 M;BACKOFFICE - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;266.0;976316796.0;0.0;;1
TFECAS;LOGISTICA;Faixa 00 - Ate 4,5 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2.652.222.222;912585586.0;0.0;;1
TFEDSS;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;217.0;324541992.0;0.0;;1
TFEC92;VAREJO;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;295.0;954251099.0;0.0;;1
TFECV1;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;266.0;967568219.0;0.0;;1
TFBO04;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;3007.0;142410923.0;0.0;;1
TFEBNH;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;2.282.857.143;1189638035.0;0.0;;1
TFECYG;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;263.0;955604041.0;0.0;;1
TFBOEL;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;4299.0;104433841.0;0.0;;1
TFDUZI;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;0.0;392.0;1154448363.0;0.0;;1
T60859;VAREJO;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;2362.4;0.0;0.0;;1
T52004;SERVICOS;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;312.0;18008273.0;0.0;;1
TAAJWO;MANUFATURA;Sem Informações de Faturamento;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;Sul;0.0;2679.4;144064574.0;0.0;;1
TA2588;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;6041.0;68440899.0;0.0;;3
TDC0CA;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;2912.0;439967304.0;0.0;;1
TDC0DX;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;3461.0;22822741.0;0.0;;1
TDC1GL;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Norte;0.0;747.0;10803050.0;0.0;;1
TDC05E;LOGISTICA;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;5.922.857.143;266063488.0;0.0;;1
TB5440;MANUFATURA;Sem Informações de Faturamento;EDUCACAO EMPRESARIAL;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;784.0;265282963.0;0.0;;1
TDC0I8;LOGISTICA;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Norte;0.0;1969.0;633378374.0;0.0;;1
TDC0P7;LOGISTICA;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Norte;0.0;2060.0;603341813.0;0.0;;1
TEZHEC;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;3.849.777.778;88007753.0;0.0;;1
TFBYLO;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE SERVICOS RECORRENTES;Nordeste;0.0;4.754.142.857;582446162.0;0.0;;1
TFD054;VAREJO;Sem Informações de Faturamento;PRIME;MODALIDADE SERVICOS RECORRENTES;Sul;0.0;9.399.230.769;36126904494.0;0.0;;2
TFCQSS;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;1848.0;468625969.0;0.0;;1
TFDA81;SERVICOS;Sem Informações de Faturamento;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;8.308.888.889;320527197.0;0.0;;1
TFDCEK;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;0.0;1211.0;663373543.0;0.0;;1
TFDCXV;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;1179.0;517326040.0;0.0;;1
TFCG46;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Centro-Oeste;0.0;1158.0;109392557.0;0.0;;1
TFCRAA;SERVICOS;Sem Informações de Faturamento;AMS;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;798.6;713745658.0;0.0;;1
TFDBQQ;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;1241.0;13543211.0;0.0;;1
TFCG64;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;0.0;1148.0;109392557.0;0.0;;1
TFDAGQ;MANUFATURA;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE TRADICIONAL;Sul;0.0;1.101.416.667;528117619.0;0.0;;1
TFCVYN;DISTRIBUICAO;Sem Informações de Faturamento;ACT;;Sudeste;0.0;479.0;459932363.0;0.0;;1
TFDANF;SERVICOS;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;1582.0;732889910.0;0.0;;1
TFDIC4;DISTRIBUICAO;Sem Informações de Faturamento;BUSINESS AGILITY;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;934.0;784988226.0;0.0;;1
TFDEPO;SERVICOS;Sem Informações de Faturamento;EDUCACIONAL - CORE;MODALIDADE SERVICOS RECORRENTES;Centro-Oeste;0.0;1099.0;73312361.0;0.0;;1
TFEBQ6;VAREJO;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;326.0;2188538771.0;0.0;;1
TFECUT;SERVICOS;Sem Informações de Faturamento;RH - CORE;MODALIDADE SERVICOS RECORRENTES;Sul;0.0;2.395.806.452;565280929.0;0.0;;1
TFEDI2;LOGISTICA;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;235.0;254191280.0;0.0;;1
TFEDIU;EDUCACIONAL;Sem Informações de Faturamento;EDUCACIONAL - CORE;MODALIDADE CORPORATIVO;Sudeste;0.0;2.299.411.765;858251112.0;0.0;;1
TFEDMO;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;224.0;2150558905.0;0.0;;1
TFEBMF;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;329.0;803054177.0;0.0;;1
TFECAJ;LOGISTICA;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;295.0;1689393650.0;0.0;;1
TFECPW;MANUFATURA;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;270.0;1186060027.0;0.0;;1
TFDU80;SERVICOS;Sem Informações de Faturamento;JURIDICO - CORE;MODALIDADE SERVICOS RECORRENTES;Sul;0.0;451.0;2276201693.0;0.0;;1
TFDULJ;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;0.0;422.0;162733420.0;0.0;;1
TFDVM0;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CLOUD;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;357.0;777235214.0;0.0;;1
TFEBNY;SERVICOS;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE SERVICOS NÃO RECORRENTES;Sudeste;0.0;326.0;699671306.0;0.0;;1
TFECH9;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;0.0;2.771.428.571;1538941098.0;0.0;;1
TFEBPL;SERVICOS;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Sudeste;0.0;326.0;914075255.0;0.0;;1
TFECQ6;SERVICOS;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;270.0;1848597512.0;0.0;;1
TFECRP;SERVICOS;Sem Informações de Faturamento;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;268.0;567972933.0;0.0;;1
TFDUMF;MANUFATURA;Sem Informações de Faturamento;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);Sudeste;0.0;421.0;274084669.0;0.0;;1
TFEE13;JURIDICO;Sem Informações de Faturamento;CLOUD;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;203.0;410523067.0;0.0;;1
TFDVFX;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;0.0;371.0;93486080.0;0.0;;1
TFDRG1;JURIDICO;Sem Informações de Faturamento;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;Sudeste;0.0;620.5;686599768.0;0.0;;1
TFDUMU;JURIDICO;Sem Informações de Faturamento;CLOUD;MODALIDADE SERVICOS RECORRENTES;Sudeste;0.0;4.074.736.842;366733254.0;0.0;;1
TFDU84;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CLOUD;MODALIDADE ASSINATURA (INTERA);Sul;0.0;400.6;468226256.0;0.0;;1
TFEDM0;EDUCACIONAL;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE SERVICOS NÃO RECORRENTES;Sul;0.0;225.0;153686719.0;0.0;;1
TFDVRR;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Norte;0.0;339.0;104949018.0;0.0;;1
